ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_788759_1,AT1,0.675196597367505,MexF,multidrug,k141_788759,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas pohangensis,AT,Antibiotic efflux
k141_594661_5,AT1,1.00826011920342,bacA,bacitracin,k141_594661,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JMULE5,AT,Antibiotic target alteration
k141_919271_1,AT1,0.307747358248587,ugd,polymyxin,k141_919271,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus endophyticus,AT,Antibiotic target alteration
k141_984652_1,AT1,1.67073047279104,GES-5,beta_lactam,k141_984652,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. HDW3,AT,Antibiotic inactivation
k141_793280_1,AT1,0.334964038392832,efpA,multidrug,k141_793280,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,AT,Antibiotic efflux
k141_276866_1,AT1,4.25499194205598,lnu(H),macrolide-lincosamide-streptogramin,k141_276866,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. KACC 21268,AT,Antibiotic inactivation
k141_926958_1,AT1,0.148392653526594,ugd,polymyxin,k141_926958,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,AT,Antibiotic target alteration
k141_282003_7,AT1,0.555079139535846,ugd,polymyxin,k141_282003,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas denitrificans,AT,Antibiotic target alteration
k141_217716_1,AT1,0.35798675162033,bacA,bacitracin,k141_217716,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,AT,Antibiotic target alteration
k141_671647_6,AT1,0.417223527172934,RbpA,rifamycin,k141_671647,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,AT,Antibiotic target protection
k141_865595_4,AT1,0.833180043307922,oqxB,multidrug,k141_865595,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. S4-A87,AT,Antibiotic efflux
k141_413624_2,AT1,0.272383315986912,MuxB,multidrug,k141_413624,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia plantarii,AT,Antibiotic efflux
k141_414653_3,AT1,1.35935048162986,amrB,multidrug,k141_414653,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC28562,AT,Antibiotic efflux
k141_478547_1,AT1,2.36686482851347,aadA,aminoglycoside,k141_478547,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,AT,Antibiotic inactivation
k141_868374_2,AT1,1.3232887813916,bacA,bacitracin,k141_868374,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic target alteration
k141_545974_1,AT1,0.544654365172994,tet(43),tetracycline,k141_545974,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,AT,Antibiotic efflux
k141_674883_3,AT1,0.814054591880691,MuxB,multidrug,k141_674883,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pulveribacter,Pulveribacter suum,AT,Antibiotic efflux
k141_93540_2,AT1,0.926329411768604,RbpA,rifamycin,k141_93540,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium grossiae,AT,Antibiotic target protection
k141_677788_1,AT1,0.503035458293609,sul1,sulfonamide,k141_677788,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,AT,Antibiotic target replacement
k141_742362_1,AT1,0.397913637430052,oqxB,multidrug,k141_742362,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,AT,Antibiotic efflux
k141_419430_2,AT1,1.40522750788361,lnu(H),macrolide-lincosamide-streptogramin,k141_419430,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,AT,Antibiotic inactivation
k141_613937_2,AT1,0.821929306053245,bacA,bacitracin,k141_613937,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. FERM BP-3421,AT,Antibiotic target alteration
k141_873733_1,AT1,0.99266305294515,sdeY,multidrug,k141_873733,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024,AT,Antibiotic efflux
k141_485964_9,AT1,0.94883088627796,arr-1,rifamycin,k141_485964,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phocaicum,AT,Antibiotic inactivation
k141_747881_1,AT1,2.41882831918369,OXA-10,beta_lactam,k141_747881,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_425764_1,AT1,0.672614460948399,bacA,bacitracin,k141_425764,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia oryzae,AT,Antibiotic target alteration
k141_684732_2,AT1,0.456917860323793,mel,macrolide-lincosamide-streptogramin,k141_684732,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans,AT,Antibiotic target protection
k141_879591_4,AT1,0.78802473220237,ugd,polymyxin,k141_879591,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. BSw21498,AT,Antibiotic target alteration
k141_169287_5,AT1,0.974700364812236,APH(3'')-Ib,aminoglycoside,k141_169287,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,Defluviicoccus vanus,AT,Antibiotic inactivation
k141_169287_6,AT1,1.74282981609596,APH(6)-Id,aminoglycoside,k141_169287,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,Defluviicoccus vanus,AT,Antibiotic inactivation
k141_492853_3,AT1,1.09356684972035,bacA,bacitracin,k141_492853,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella aquatica,AT,Antibiotic target alteration
k141_947978_1,AT1,0.268606340044679,tetB(46),tetracycline,k141_947978,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,AT,Antibiotic efflux
k141_239227_1,AT1,0.350352609163841,MexB,multidrug,k141_239227,Bacteria,Pseudomonadota,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter oryzae,AT,Antibiotic efflux
k141_757456_1,AT1,0.341066540923701,rosA,polymyxin,k141_757456,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Quatrionicoccus,Quatrionicoccus australiensis,AT,Antibiotic efflux
k141_1017557_1,AT1,1.5086332505059,Other class A beta-lactamase,beta_lactam,k141_1017557,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_47455_3,AT1,0.121087763753124,bacA,bacitracin,k141_47455,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,AT,Antibiotic target alteration
k141_437287_1,AT1,0.283088757351841,rphA,rifamycin,k141_437287,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces actuosus,AT,Antibiotic inactivation
k141_49088_1,AT1,3.27419709377008,mexK,multidrug,k141_49088,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas denitrificans,AT,Antibiotic efflux
k141_442598_2,AT1,0.276208406272359,tet(W),tetracycline,k141_442598,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,AT,Antibiotic target protection
k141_767784_2,AT1,0.726286010802681,tet(V),tetracycline,k141_767784,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,AT,Antibiotic efflux
k141_963143_2,AT1,0.0783702460370387,lfrA,quinolone,k141_963143,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,AT,Antibiotic efflux
k141_640177_1,AT1,0.416854650541634,MuxB,multidrug,k141_640177,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. Bp7605,AT,Antibiotic efflux
k141_899549_1,AT1,0.410551671580709,oqxB,multidrug,k141_899549,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter capsici,AT,Antibiotic efflux
k141_317469_1,AT1,0.147310080804298,sdeY,multidrug,k141_317469,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas profundi,AT,Antibiotic efflux
k141_447310_1,AT1,0.495826325868837,bacA,bacitracin,k141_447310,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,AT,Antibiotic target alteration
k141_771794_1,AT1,0.147382252319117,oqxB,multidrug,k141_771794,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira restricta,AT,Antibiotic efflux
k141_772112_2,AT1,1.07962170924574,efpA,multidrug,k141_772112,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium helvum,AT,Antibiotic efflux
k141_449884_2,AT1,0.36211656607946,MuxB,multidrug,k141_449884,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic efflux
k141_580109_4,AT1,0.882793950217895,mph(A),macrolide-lincosamide-streptogramin,k141_580109,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,AT,Antibiotic inactivation
k141_1033144_2,AT1,0.9917488804241,tet(43),tetracycline,k141_1033144,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. LMS-CY,AT,Antibiotic efflux
k141_645787_1,AT1,0.414857905298287,mexK,multidrug,k141_645787,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GCEP-101,AT,Antibiotic efflux
k141_322754_1,AT1,0.267138852576678,Other class A beta-lactamase,beta_lactam,k141_322754,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,AT,Antibiotic inactivation
k141_57927_3,AT2,1.31161287458429,APH(6)-Id,aminoglycoside,k141_57927,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella zoogloeoides,AT,Antibiotic inactivation
k141_57927_4,AT2,1.27557827317921,APH(3'')-Ib,aminoglycoside,k141_57927,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella zoogloeoides,AT,Antibiotic inactivation
k141_453161_2,AT2,1.29359091222568,lnu(H),macrolide-lincosamide-streptogramin,k141_453161,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,AT,Antibiotic inactivation
k141_62782_2,AT2,0.930867453580223,tet(43),tetracycline,k141_62782,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Actinacidiphila,Actinacidiphila bryophytorum,AT,Antibiotic efflux
k141_791075_1,AT2,0.49214035440327,lnu(F),macrolide-lincosamide-streptogramin,k141_791075,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,AT,Antibiotic inactivation
k141_513793_4,AT2,0.529228490079703,MuxC,multidrug,k141_513793,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,AT,Antibiotic efflux
k141_290799_2,AT2,0.728971129278272,MuxC,multidrug,k141_290799,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC26660,AT,Antibiotic efflux
k141_236355_2,AT2,0.935724899203004,mexK,multidrug,k141_236355,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. RKNM96,AT,Antibiotic efflux
k141_180781_1,AT2,2.59797821990469,aadA,aminoglycoside,k141_180781,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_180781_2,AT2,1.744764633104,AAC(6')-Ib9,aminoglycoside,k141_180781,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_180781_3,AT2,2.18773383930277,ere(A),macrolide-lincosamide-streptogramin,k141_180781,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_351921_1,AT2,0.55017797244897,sul1,sulfonamide,k141_351921,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis macrogoltabida,AT,Antibiotic target replacement
k141_296460_1,AT2,0.686745848614982,floR,florfenicol,k141_296460,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CL5.1,AT,Antibiotic efflux
k141_186144_3,AT2,1.28313947932139,MuxB,multidrug,k141_186144,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,AT,Antibiotic efflux
k141_20379_5,AT2,0.810289057727203,oqxB,multidrug,k141_20379,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. L5B5,AT,Antibiotic efflux
k141_302218_5,AT2,0.808545598357798,Other class A beta-lactamase,beta_lactam,k141_302218,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_526884_1,AT2,0.303622983016271,mexK,multidrug,k141_526884,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,AT,Antibiotic efflux
k141_302572_3,AT2,0.612280554585904,tap,multidrug,k141_302572,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium tokaiense,AT,Antibiotic efflux
k141_191829_1,AT2,0.954865659017915,ceoB,multidrug,k141_191829,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum petrolei,AT,Antibiotic efflux
k141_193128_2,AT2,1.13612017025108,MuxB,multidrug,k141_193128,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,Melaminivora suipulveris,AT,Antibiotic efflux
k141_362853_5,AT2,0.696731115912483,ugd,polymyxin,k141_362853,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. TW-R-39-2,AT,Antibiotic target alteration
k141_26897_3,AT2,0.302755914987636,tet(G),tetracycline,k141_26897,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,AT,Antibiotic efflux
k141_366631_2,AT2,2.10292899211503,amrB,multidrug,k141_366631,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. RAC07,AT,Antibiotic efflux
k141_198954_1,AT2,0.874759761146644,bacA,bacitracin,k141_198954,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax radicis,AT,Antibiotic target alteration
k141_647713_1,AT2,0.64585380158712,OXA-347,beta_lactam,k141_647713,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. POL2,AT,Antibiotic inactivation
k141_647713_2,AT2,4.54532910240869,lnu(H),macrolide-lincosamide-streptogramin,k141_647713,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. POL2,AT,Antibiotic inactivation
k141_539563_1,AT2,0.505985472925015,smeE,multidrug,k141_539563,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,AT,Antibiotic efflux
k141_259941_1,AT2,0.443388755244881,otr(A),tetracycline,k141_259941,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces durmitorensis,AT,Antibiotic target protection
k141_763594_2,AT2,0.276930340371317,mexK,multidrug,k141_763594,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax monticola,AT,Antibiotic efflux
k141_875456_1,AT2,0.590743703552078,bacA,bacitracin,k141_875456,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,AT,Antibiotic target alteration
k141_764291_2,AT2,0.327397428962703,MuxC,multidrug,k141_764291,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp. NLF-1-9,AT,Antibiotic efflux
k141_484822_1,AT2,0.426616116712477,mexK,multidrug,k141_484822,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GCEP-101,AT,Antibiotic efflux
k141_821128_2,AT2,0.488970428277079,bacA,bacitracin,k141_821128,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,AT,Antibiotic target alteration
k141_822011_1,AT2,0.916444289706054,bacA,bacitracin,k141_822011,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,AT,Antibiotic target alteration
k141_655511_3,AT2,0.0558652863180463,MuxB,multidrug,k141_655511,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,AT,Antibiotic efflux
k141_599721_4,AT2,0.28045455235867,rosA,polymyxin,k141_599721,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Paludibacterium sp. B53371,AT,Antibiotic efflux
k141_266297_1,AT2,0.509481714975961,AAC(6')-IIb,aminoglycoside,k141_266297,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic inactivation
k141_882089_2,AT2,0.33025968578841,oqxB,multidrug,k141_882089,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter anthropi,AT,Antibiotic efflux
k141_602666_3,AT2,0.725596090285092,RbpA,rifamycin,k141_602666,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia pseudamarae,AT,Antibiotic target protection
k141_211654_2,AT2,0.417134308270312,smeE,multidrug,k141_211654,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas daejeonensis,AT,Antibiotic efflux
k141_325555_1,AT2,0.505239607954147,efpA,multidrug,k141_325555,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,AT,Antibiotic efflux
k141_325555_2,AT2,0.862536898936538,efpA,multidrug,k141_325555,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,AT,Antibiotic efflux
k141_830453_1,AT2,0.482238996914991,lnu(H),macrolide-lincosamide-streptogramin,k141_830453,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,AT,Antibiotic inactivation
k141_664623_3,AT2,0.750218957635886,RbpA,rifamycin,k141_664623,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MS1601,AT,Antibiotic target protection
k141_160911_1,AT2,0.788425890768622,qacH,multidrug,k141_160911,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter sp. JS3050,AT,Antibiotic efflux
k141_216579_3,AT2,3.05890412527711,mexK,multidrug,k141_216579,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas denitrificans,AT,Antibiotic efflux
k141_888196_6,AT2,0.657153655895776,bacA,bacitracin,k141_888196,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas ureae,AT,Antibiotic target alteration
k141_49839_4,AT2,1.12786903901085,mph(A),macrolide-lincosamide-streptogramin,k141_49839,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Protaetiibacter,Protaetiibacter intestinalis,AT,Antibiotic inactivation
k141_667090_1,AT2,1.53068273984049,GES-5,beta_lactam,k141_667090,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,AT,Antibiotic inactivation
k141_500096_1,AT2,0.977651833877946,aadS,aminoglycoside,k141_500096,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,AT,Antibiotic inactivation
k141_332643_3,AT2,0.721959998552108,arr-1,rifamycin,k141_332643,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,AT,Antibiotic inactivation
